COUNTRY_NAME,YEAR,SUM(F.CO2)
Rwanda,2011,"1,5085962"
Rwanda,2012,"1,63446204"
Rwanda,2013,"1,73652259"
Rwanda,2014,"1,79109552"
Rwanda,2015,"1,94031684"
Rwanda,2016,"2,13162814"
Rwanda,2017,"2,10433872"
Rwanda,2018,"2,22793584"
Rwanda,2019,"2,25688706"
Rwanda,2020,"1,91355643"
Rwanda,2021,"1,91355643"
Serbia,,"3879,92536"
Serbia,2000,"113,706626"
Serbia,1990,"142,341149"
Serbia,1991,"96,5107264"
Serbia,1992,"105,928874"
Serbia,1993,"92,1833181"
Serbia,1994,"88,406913"
Serbia,1995,"93,1768417"
Serbia,1996,"109,115271"
Serbia,1997,"118,527382"
Serbia,1998,"125,899585"
Serbia,1999,"87,7434046"
Serbia,2001,"122,665185"
Serbia,2002,"131,006364"
Serbia,2003,"141,445599"
Serbia,2004,"153,227826"
Serbia,2005,"134,788121"
Serbia,2006,"159,64716"
Serbia,2007,"157,046099"
Serbia,2008,"137,159235"
Serbia,2009,"122,070134"
Serbia,2010,"121,9756"
Serbia,2011,"131,079951"
Serbia,2012,"117,379724"
Serbia,2013,"119,868899"
Serbia,2014,"100,304497"
Serbia,2015,"118,275631"
Serbia,2016,"122,072794"
Serbia,2017,"123,744919"
Serbia,2018,"120,674053"
Serbia,2019,"134,982978"
Serbia,2020,"118,485251"
Serbia,2021,"118,485251"
Sweden,,"4331,44406"
Sweden,2000,"147,837021"
Sweden,1990,"160,735086"
Sweden,1991,"160,701169"
Sweden,1992,"158,849593"
Sweden,1993,"157,871746"
Sweden,1994,"163,668664"
Sweden,1995,"161,371415"
Sweden,1996,"171,618379"
Sweden,1997,"157,633552"
Sweden,1998,"158,871576"
Sweden,1999,"151,083342"
Sweden,2001,"150,071192"
Sweden,2002,"152,293708"
Sweden,2003,"153,329767"
Sweden,2004,"150,826492"
Sweden,2005,"143,077723"
Sweden,2006,"141,692944"
Sweden,2007,"138,742035"
Sweden,2008,"132,224622"
Sweden,2009,"121,769806"
Sweden,2010,"135,783897"
Sweden,2011,"124,87709"
Sweden,2012,"117,635515"
Sweden,2013,"112,803306"
Sweden,2014,"107,309899"
Sweden,2015,"107,165157"
Sweden,2016,"105,559909"
Sweden,2017,"103,206414"
Sweden,2018,"101,316313"
Sweden,2019,"97,8924371"
Sweden,2020,"91,8121467"
Sweden,2021,"91,8121467"
Turkey,,"3058,6841"
Turkey,2000,"87,2067913"
Turkey,1990,"67,4348167"
Turkey,1991,"69,137987"
Turkey,1992,"70,5687361"
Turkey,1993,"72,444717"
Turkey,1994,"69,8071739"
Turkey,1995,"74,2338021"
Turkey,1996,"80,5833242"
Turkey,1997,"84,2789129"
Turkey,1998,"82,9772393"
Turkey,1999,"80,06918"
Turkey,2001,"79,8175319"
Turkey,2002,"81,4097003"
Turkey,2003,"85,8778175"
Turkey,2004,"87,5549466"
Turkey,2005,"93,3799008"
Turkey,2006,"98,3114371"
Turkey,2007,"107,868374"
Turkey,2008,"105,42255"
Turkey,2009,"106,12005"
Turkey,2010,"104,319566"
Turkey,2011,"110,937019"
Turkey,2012,"113,702202"
Turkey,2013,"109,124056"
Turkey,2014,"112,395386"
Turkey,2015,"116,541888"
Turkey,2016,"120,631462"
Turkey,2017,"125,842549"
Turkey,2018,"122,254977"
Turkey,2019,"114,878603"
Turkey,2020,"111,775702"
Turkey,2021,"111,775702"
Tuvalu,,"681,913846"
Tuvalu,2000,"18,7217373"
Tuvalu,1990,"29,5981151"
Tuvalu,1991,"19,4850432"
Tuvalu,1992,"19,3011414"
Tuvalu,1993,"19,1289972"
Tuvalu,1994,"19,0090791"
Tuvalu,1995,"28,3725532"
Tuvalu,1996,"18,8643141"
Tuvalu,1997,"18,8643141"
Tuvalu,1998,"28,2691813"
Tuvalu,1999,"9,408945"
Tuvalu,2001,"27,8161113"
Tuvalu,2002,"27,4914548"
Tuvalu,2003,"27,1239975"
Tuvalu,2004,"26,7309758"
Tuvalu,2005,"17,5872"
Tuvalu,2006,"26,0679842"
Tuvalu,2007,"25,8103904"
Tuvalu,2008,"25,5776614"
Tuvalu,2009,"25,3077513"
Tuvalu,2010,"25,0529915"
Tuvalu,2011,"24,8103075"
Tuvalu,2012,"24,5654158"
Tuvalu,2013,"24,298425"
Tuvalu,2014,"16,0291651"
Tuvalu,2015,"15,8457519"
Tuvalu,2016,"15,6678842"
Tuvalu,2017,"15,4680739"
Tuvalu,2018,"15,282586"
Tuvalu,2019,"15,566203"
Tuvalu,2020,"15,3950475"
Tuvalu,2021,"15,3950475"
Uganda,,"61,7379962"
Uganda,2000,"1,38103013"
Uganda,1990,"1,05220627"
Uganda,1991,"1,04243784"
Uganda,1992,"1,03153195"
Uganda,1993,"0,99807322"
Uganda,1994,"0,85868011"
Uganda,1995,"1,08809849"
Uganda,1996,"1,1617272"
Uganda,1997,"1,17687055"
Uganda,1998,"1,30148878"
Uganda,1999,"1,31196682"
Uganda,2001,"1,39449936"
Uganda,2002,"1,37912527"
Uganda,2003,"1,3973837"
Uganda,2004,"1,43840918"
Uganda,2005,"1,74933451"
Uganda,2006,"2,00205274"
Uganda,2007,"2,2057673"
Uganda,2008,"2,19213259"
Uganda,2009,"2,29203082"
Uganda,2010,"2,64185146"
Uganda,2011,"2,74155466"
Uganda,2012,"2,51884445"
Uganda,2013,"2,52442118"
Uganda,2014,"2,6591371"
Uganda,2015,"2,84141563"
Uganda,2016,"2,89961206"
Uganda,2017,"3,13273474"
Uganda,2018,"3,08833553"
Uganda,2019,"3,10143346"
Uganda,2020,"2,56690457"
Uganda,2021,"2,56690457"
Zambia,,"200,127838"
Zambia,2000,"4,11085159"
Zambia,1990,"7,18819387"
Zambia,1991,"6,93168238"
Zambia,1992,"6,88562426"
Zambia,1993,"6,8369544"
Zambia,1994,"6,47586062"
Zambia,1995,"5,65212941"
Zambia,1996,"4,72304722"
Zambia,1997,"5,88671616"
Zambia,1998,"5,54240441"
Zambia,1999,"4,20710453"
Zambia,2001,"4,2324713"
Zambia,2002,"4,28936342"
Zambia,2003,"4,42273577"
Zambia,2004,"4,37191284"
Zambia,2005,"4,5393791"
Zambia,2006,"4,39859846"
Zambia,2007,"4,40401382"
Zambia,2008,"4,76879455"
Zambia,2009,"5,33987573"
Zambia,2010,"5,50399001"
Zambia,2011,"5,77169138"
Zambia,2012,"6,91172923"
Zambia,2013,"7,10069256"
Zambia,2014,"7,60000073"
Zambia,2015,"7,70509594"
Zambia,2016,"8,30010382"
Zambia,2017,"9,2806765"
Zambia,2018,"10,115108"
Zambia,2019,"9,46937551"
Zambia,2020,"8,5808304"
Zambia,2021,"8,5808304"
Albania,,"980,580045"
Albania,2000,"23,0432728"
Albania,1990,"39,7656412"
Albania,1991,"30,9350551"
Albania,1992,"18,4494465"
Albania,1993,"17,3930951"
Albania,1994,"14,5883117"
Albania,1995,"15,932226"
Albania,1996,"15,4376997"
Albania,1997,"11,8584971"
Albania,1998,"13,4563417"
Albania,1999,"22,8663876"
Albania,2001,"24,6977989"
Albania,2002,"28,7760137"
Albania,2003,"32,5737174"
Albania,2004,"31,7205236"
Albania,2005,"32,6465186"
Albania,2006,"30,1153665"
Albania,2007,"30,2879567"
Albania,2008,"34,147118"
Albania,2009,"34,3397079"
Albania,2010,"36,2122005"
Albania,2011,"41,2269104"
Albania,2012,"38,444032"
Albania,2013,"40,7310446"
Albania,2014,"46,5746529"
Albania,2015,"37,3279068"
Albania,2016,"37,3506724"
Albania,2017,"44,1178031"
Albania,2018,"39,4116708"
Albania,2019,"40,5162662"
Albania,2020,"37,8180949"
Albania,2021,"37,8180949"
Algeria,,"2485,95723"
Algeria,2000,"63,568361"
Algeria,1990,"71,4977975"
Algeria,1991,"71,6412456"
Algeria,1992,"70,9329612"
Algeria,1993,"71,16408"
Algeria,1994,"73,2812278"
Algeria,1995,"79,2673566"
Algeria,1996,"79,369885"
Algeria,1997,"70,205234"
Algeria,1998,"84,7522554"
Algeria,1999,"71,8416756"
Algeria,2001,"63,9309383"
Algeria,2002,"67,3601713"
Algeria,2003,"67,7272182"
Algeria,2004,"64,4950167"
Algeria,2005,"77,0850219"
Algeria,2006,"71,4862655"
Algeria,2007,"76,1450444"
Algeria,2008,"75,3447219"
Algeria,2009,"81,6336932"
Algeria,2010,"78,5912178"
Algeria,2011,"78,4306238"
Algeria,2012,"82,2454268"
Algeria,2013,"83,3358394"
Algeria,2014,"87,8819203"
Algeria,2015,"90,4245706"
Algeria,2016,"88,1421974"
Algeria,2017,"89,8411998"
Algeria,2018,"91,7788802"
Algeria,2019,"92,8948176"
Algeria,2020,"84,830181"
Algeria,2021,"84,830181"
Andorra,,"5163,73891"
Andorra,2000,"192,304634"
Andorra,1990,"179,067677"
Andorra,1991,"172,236241"
Andorra,1992,"165,751936"
Andorra,1993,"161,533844"
Andorra,1994,"155,731768"
Andorra,1995,"159,75693"
Andorra,1996,"169,424487"
Andorra,1997,"173,611703"
Andorra,1998,"183,709894"
Andorra,1999,"191,254311"
Andorra,2001,"186,733194"
Andorra,2002,"182,025725"
Andorra,2003,"175,433303"
Andorra,2004,"176,461886"
Andorra,2005,"175,054205"
Andorra,2006,"161,77398"
Andorra,2007,"156,337865"
Andorra,2008,"154,141804"
Andorra,2009,"146,796585"
Andorra,2010,"146,820922"
Andorra,2011,"140,703786"
Andorra,2012,"141,888459"
Andorra,2013,"141,526729"
Andorra,2014,"139,874011"
Andorra,2015,"143,158273"
Andorra,2016,"145,617036"
Andorra,2017,"145,036039"
Andorra,2018,"154,161494"
Andorra,2019,"156,132846"
Andorra,2020,"144,838672"
Andorra,2021,"144,838672"
Armenia,,"1178,34289"
Armenia,2000,"27,297969"
Armenia,1990,"60,7927655"
Armenia,1991,"49,9019473"
Armenia,1992,"40,8704848"
Armenia,1993,"18,3758595"
Armenia,1994,"19,8312435"
Armenia,1995,"25,6101609"
Armenia,1996,"19,6607497"
Armenia,1997,"25,0426336"
Armenia,1998,"26,2274073"
Armenia,1999,"23,6929358"
Armenia,2001,"27,792035"
Armenia,2002,"24,3387394"
Armenia,2003,"27,4805397"
Armenia,2004,"29,5225146"
Armenia,2005,"35,2295616"
Armenia,2006,"35,7090728"
Armenia,2007,"41,7390877"
Armenia,2008,"46,0153982"
Armenia,2009,"36,2589557"
Armenia,2010,"35,4721878"
Armenia,2011,"41,4573352"
Armenia,2012,"47,83218"
Armenia,2013,"45,845027"
Armenia,2014,"46,1811511"
Armenia,2015,"44,867825"
Armenia,2016,"42,5292637"
Armenia,2017,"45,1232023"
Armenia,2018,"47,3683194"
Armenia,2019,"44,8624976"
Armenia,2020,"47,7069211"
Armenia,2021,"47,7069211"
Austria,,"6286,03132"
Austria,2000,"196,712964"
Austria,1990,"193,082891"
Austria,1991,"202,981795"
Austria,1992,"184,610952"
Austria,1993,"184,470772"
Austria,1994,"184,319501"
Austria,1995,"192,271031"
Austria,1996,"201,615717"
Austria,1997,"200,930576"
Austria,1998,"199,636615"
Austria,1999,"195,669543"
Austria,2001,"207,876165"
Austria,2002,"212,262669"
Austria,2003,"227,35392"
Austria,2004,"226,856059"
Austria,2005,"229,91428"
Austria,2006,"222,455003"
Austria,2007,"213,902364"
Austria,2008,"211,392248"
Austria,2009,"192,887161"
Austria,2010,"205,471781"
Austria,2011,"198,418241"
Austria,2012,"189,87016"
Austria,2013,"190,062001"
Austria,2014,"178,737475"
Austria,2015,"183,488972"
Austria,2016,"184,4194"
Austria,2017,"189,386888"
Austria,2018,"179,676064"
Austria,2019,"182,141711"
Austria,2020,"161,578203"
Austria,2021,"161,578203"
Bahamas,,"4857,37334"
Bahamas,2000,"163,15597"
Bahamas,1990,"189,444351"
Bahamas,1991,"183,61736"
Bahamas,1992,"168,57711"
Bahamas,1993,"154,419723"
Bahamas,1994,"153,972869"
Bahamas,1995,"157,550752"
Bahamas,1996,"153,282297"
Bahamas,1997,"134,341135"
Bahamas,1998,"164,318283"
Bahamas,1999,"165,965001"
Bahamas,2001,"154,301463"
Bahamas,2002,"158,918286"
Bahamas,2003,"158,671985"
Bahamas,2004,"154,147773"
Bahamas,2005,"140,760145"
Bahamas,2006,"134,415602"
Bahamas,2007,"133,185136"
Bahamas,2008,"133,819443"
Bahamas,2009,"133,810826"
Bahamas,2010,"128,579881"
Bahamas,2011,"141,105407"
Bahamas,2012,"152,613976"
Bahamas,2013,"176,746948"
Bahamas,2014,"157,300618"
Bahamas,2015,"137,000476"
Bahamas,2016,"125,648665"
Bahamas,2017,"131,757803"
Bahamas,2018,"168,058563"
Bahamas,2019,"162,542043"
Bahamas,2020,"142,671725"
Bahamas,2021,"142,671725"
Bahrain,,"18213,3364"
Bahrain,2000,"678,680311"
Bahrain,1990,"600,364164"
Bahrain,1991,"558,220339"
Bahrain,1992,"498,897696"
Bahrain,1993,"653,860241"
Bahrain,1994,"644,32124"
Bahrain,1995,"629,550982"
Bahrain,1996,"646,590607"
Bahrain,1997,"697,448275"
Bahrain,1998,"718,255825"
Bahrain,1999,"678,241936"
Bahrain,2001,"484,36617"
Bahrain,2002,"518,035873"
Bahrain,2003,"516,840716"
Bahrain,2004,"517,210464"
Bahrain,2005,"534,545258"
Bahrain,2006,"486,32893"
Bahrain,2007,"620,228416"
Bahrain,2008,"639,085768"
Bahrain,2009,"569,038948"
Bahrain,2010,"562,359654"
Bahrain,2011,"534,539659"
Bahrain,2012,"498,83195"
Bahrain,2013,"565,758296"
Bahrain,2014,"553,578504"
Bahrain,2015,"568,051778"
Bahrain,2016,"528,090493"
Bahrain,2017,"523,526782"
Bahrain,2018,"498,665134"
Bahrain,2019,"503,62692"
Bahrain,2020,"493,097513"
Bahrain,2021,"493,097513"
Belarus,,"5039,3216"
Belarus,2000,"133,002203"
Belarus,1990,"245,310524"
Belarus,1991,"228,597186"
Belarus,1992,"210,0198"
Belarus,1993,"181,282386"
Belarus,1994,"148,405146"
Belarus,1995,"136,956309"
Belarus,1996,"139,478238"
Belarus,1997,"141,274327"
Belarus,1998,"138,166038"
Belarus,1999,"132,768761"
Belarus,2001,"133,975729"
Belarus,2002,"134,415345"
Belarus,2003,"139,1143"
Belarus,2004,"149,242906"
Belarus,2005,"153,422391"
Belarus,2006,"161,231193"
Belarus,2007,"160,251801"
Belarus,2008,"166,144853"
Belarus,2009,"155,310802"
Belarus,2010,"159,926051"
Belarus,2011,"157,094353"
Belarus,2012,"159,72958"
Belarus,2013,"161,054198"
Belarus,2014,"159,3144"
Belarus,2015,"147,561986"
Belarus,2016,"152,07367"
Belarus,2017,"152,671062"
Belarus,2018,"154,780755"
Belarus,2019,"154,938248"
Belarus,2020,"145,903532"
Belarus,2021,"145,903532"
Belgium,,"8291,04731"
Belgium,2000,"295,786329"
Belgium,1990,"288,550133"
Belgium,1991,"294,94475"
Belgium,1992,"291,733294"
Belgium,1993,"288,034895"
Belgium,1994,"294,940044"
Belgium,1995,"296,731818"
Belgium,1996,"304,411862"
Belgium,1997,"291,047086"
Belgium,1998,"305,257861"
Belgium,1999,"291,835213"
Belgium,2001,"293,20322"
Belgium,2002,"293,756081"
Belgium,2003,"295,421609"
Belgium,2004,"294,91457"
Belgium,2005,"285,902322"
Belgium,2006,"279,977682"
Belgium,2007,"270,295727"
Belgium,2008,"267,595654"
Belgium,2009,"238,038442"
Belgium,2010,"251,313136"
Belgium,2011,"228,858765"
Belgium,2012,"221,66732"
Belgium,2013,"220,876637"
Belgium,2014,"207,180906"
Belgium,2015,"214,860462"
Belgium,2016,"211,101087"
Belgium,2017,"209,00237"
Belgium,2018,"209,49447"
Belgium,2019,"207,455685"
Belgium,2020,"173,428937"
Belgium,2021,"173,428937"
Bolivia,,"1099,56888"
Bolivia,2000,"24,6344377"
Bolivia,1990,"20,0230683"
Bolivia,1991,"20,4433518"
Bolivia,1992,"22,1894394"
Bolivia,1993,"25,571535"
Bolivia,1994,"27,6224612"
Bolivia,1995,"30,8566742"
Bolivia,1996,"31,1168649"
Bolivia,1997,"34,0340699"
Bolivia,1998,"33,3357005"
Bolivia,1999,"31,1634181"
Bolivia,2001,"23,19405"
Bolivia,2002,"23,014192"
Bolivia,2003,"26,9071595"
Bolivia,2004,"26,9540356"
Bolivia,2005,"29,0527632"
Bolivia,2006,"29,4977801"
Bolivia,2007,"31,7938944"
Bolivia,2008,"33,4609206"
Bolivia,2009,"34,5486258"
Bolivia,2010,"36,843378"
Bolivia,2011,"39,9314048"
Bolivia,2012,"41,1164889"
Bolivia,2013,"43,4677682"
Bolivia,2014,"46,4390801"
Bolivia,2015,"46,9804494"
Bolivia,2016,"49,5922067"
Bolivia,2017,"50,5218016"
Bolivia,2018,"50,4300219"
Bolivia,2019,"49,712484"
Bolivia,2020,"42,5596767"
Bolivia,2021,"42,5596767"
Burundi,,"29,327153"
Burundi,2000,"1,0201429"
Burundi,1990,"0,92157374"
Burundi,1991,"1,02711878"
Burundi,1992,"0,91254254"
Burundi,1993,"0,94032946"
Burundi,1994,"0,95406535"
Burundi,1995,"0,95470169"
Burundi,1996,"0,95768544"
Burundi,1997,"0,97671888"
Burundi,1998,"0,96670279"
Burundi,1999,"0,96817615"
Burundi,2001,"0,75462202"
Burundi,2002,"0,76076282"
Burundi,2003,"0,56002226"
Burundi,2004,"0,66585031"
Burundi,2005,"0,50148394"
Burundi,2006,"0,57792946"
Burundi,2007,"0,61515497"
Burundi,2008,"0,61682712"
Burundi,2009,"0,48167657"
Burundi,2010,"0,82100585"
Burundi,2011,"0,94875806"
Burundi,2012,"0,98421931"
Burundi,2013,"1,00122732"
Burundi,2014,"0,91403969"
Burundi,2015,"0,92331223"
Burundi,2016,"1,06965727"
Burundi,2017,"1,1757253"
Burundi,2018,"1,45889345"
Burundi,2019,"1,46538336"
Burundi,2020,"1,21542197"
Burundi,2021,"1,21542197"
Comoros,,"167,295987"
Comoros,2000,"4,53974042"
Comoros,1990,"3,84565373"
Comoros,1991,"3,73425941"
Comoros,1992,"3,8281399"
Comoros,1993,"3,91458218"
Comoros,1994,"3,8044722"
Comoros,1995,"3,88447478"
Comoros,1996,"3,9592409"
Comoros,1997,"4,0293175"
Comoros,1998,"4,26554906"
Comoros,1999,"4,32323844"
Comoros,2001,"4,58768674"
Comoros,2002,"4,4781985"
Comoros,2003,"5,57890711"
Comoros,2004,"5,88961001"
Comoros,2005,"5,60733912"
Comoros,2006,"6,31698926"
Comoros,2007,"3,97468908"
Comoros,2008,"4,01394338"
Comoros,2009,"4,83278179"
Comoros,2010,"5,61015641"
Comoros,2011,"4,85387839"
Comoros,2012,"5,10223507"
Comoros,2013,"5,92956218"
Comoros,2014,"5,0952475"
Comoros,2015,"5,54261254"
Comoros,2016,"6,52133254"
Comoros,2017,"7,88713982"
Comoros,2018,"8,45211348"
Comoros,2019,"8,6264905"
Comoros,2020,"7,13320248"
Comoros,2021,"7,13320248"
Croatia,,"3431,97115"
Croatia,2000,"106,559713"
Croatia,1990,"115,456788"
Croatia,1991,"85,6446519"
Croatia,1992,"83,0181822"
Croatia,1993,"85,873068"
Croatia,1994,"82,7143613"
Croatia,1995,"87,4191155"
Croatia,1996,"90,9871455"
Croatia,1997,"98,2642092"
Croatia,1998,"101,579485"
Croatia,1999,"107,833231"
Croatia,2001,"113,155244"
Croatia,2002,"119,502097"
Croatia,2003,"126,943843"
Croatia,2004,"125,321804"
Croatia,2005,"127,97729"
Croatia,2006,"129,336454"
Croatia,2007,"136,802596"
Croatia,2008,"130,120874"
Croatia,2009,"120,564886"
Croatia,2010,"116,553043"
Croatia,2011,"114,916908"
Croatia,2012,"106,642693"
Croatia,2013,"103,459432"
Croatia,2014,"99,7230886"
Croatia,2015,"101,021859"
Croatia,2016,"103,120799"
Croatia,2017,"107,398938"
Croatia,2018,"102,193314"
Croatia,2019,"103,307456"
Croatia,2020,"99,2792917"
Croatia,2021,"99,2792917"
Czechia,,"8929,23735"
Czechia,2000,"296,525124"
Czechia,1990,"381,095874"
Czechia,1991,"345,376135"
Czechia,1992,"335,245457"
Czechia,1993,"321,201156"
Czechia,1994,"306,620896"
Czechia,1995,"304,919208"
Czechia,1996,"312,92886"
Czechia,1997,"303,472347"
Czechia,1998,"291,324619"
Czechia,1999,"271,553618"
Czechia,2001,"296,814412"
Czechia,2002,"290,13721"
Czechia,2003,"298,650355"
Czechia,2004,"300,413021"
Czechia,2005,"294,03756"
Czechia,2006,"294,781803"
Czechia,2007,"297,30741"
Czechia,2008,"283,146962"
Czechia,2009,"263,700451"
Czechia,2010,"267,876124"
Czechia,2011,"261,583112"
Czechia,2012,"252,421476"
Czechia,2013,"241,497306"
Czechia,2014,"235,884442"
Czechia,2015,"237,397996"
Czechia,2016,"241,1229"
Czechia,2017,"242,712052"
Czechia,2018,"238,818258"
Czechia,2019,"226,349321"
Czechia,2020,"197,160944"
Czechia,2021,"197,160944"
Denmark,,"7133,67015"
Denmark,2000,"243,953094"
Denmark,1990,"250,093919"
Denmark,1991,"298,847002"
Denmark,1992,"270,922278"
Denmark,1993,"280,30952"
Denmark,1994,"297,914354"
Denmark,1995,"282,540881"
Denmark,1996,"341,863189"
Denmark,1997,"297,634486"
Denmark,1998,"277,198744"
Denmark,1999,"264,432875"
Denmark,2001,"250,295872"
Denmark,2002,"248,084677"
Denmark,2003,"270,102069"
Denmark,2004,"244,657574"
Denmark,2005,"228,001465"
Denmark,2006,"261,979477"
Denmark,2007,"239,81041"
Denmark,2008,"223,596907"
Denmark,2009,"211,998144"
Denmark,2010,"212,44377"
Denmark,2011,"190,071464"
Denmark,2012,"170,411928"
Denmark,2013,"177,700574"
Denmark,2014,"159,076699"
Denmark,2015,"148,520671"
Denmark,2016,"155,52781"
Denmark,2017,"145,463109"
Denmark,2018,"144,666094"
Denmark,2019,"128,473862"
Denmark,2020,"108,538618"
Denmark,2021,"108,538618"
Ecuador,,"1569,63808"
Ecuador,2000,"38,915544"
Ecuador,1990,"38,6071496"
Ecuador,1991,"37,0278086"
Ecuador,1992,"49,1812668"
Ecuador,1993,"52,7414855"
Ecuador,1994,"28,9927169"
Ecuador,1995,"47,5302579"
Ecuador,1996,"49,2684805"
Ecuador,1997,"36,5607125"
Ecuador,1998,"43,900991"
Ecuador,1999,"41,2104855"
Ecuador,2001,"42,6307856"
Ecuador,2002,"45,1994052"
Ecuador,2003,"48,0133628"
Ecuador,2004,"50,8117891"
Ecuador,2005,"52,0234312"
Ecuador,2006,"49,3243801"
Ecuador,2007,"56,5487201"
Ecuador,2008,"48,8282295"
Ecuador,2009,"52,7991345"
Ecuador,2010,"55,6796939"
Ecuador,2011,"58,8801122"
Ecuador,2012,"57,6250601"
Ecuador,2013,"60,1430376"
Ecuador,2014,"65,0060181"
Ecuador,2015,"60,3395259"
Ecuador,2016,"57,4913184"
Ecuador,2017,"56,1575053"
Ecuador,2018,"53,2689376"
Ecuador,2019,"50,7771361"
Ecuador,2020,"42,0767969"
Ecuador,2021,"42,0767969"
Eritrea,,"159,729148"
Eritrea,2000,"6,32796142"
Eritrea,1994,"8,04709637"
Eritrea,1995,"8,95869835"
Eritrea,1996,"9,81737921"
Eritrea,1997,"8,83904227"
Eritrea,1998,"6,3759409"
Eritrea,1999,"6,60175517"
Eritrea,2001,"6,33017254"
Eritrea,2002,"5,81006974"
Eritrea,2003,"6,55573126"
Eritrea,2004,"6,78596208"
Eritrea,2005,"6,52883846"
Eritrea,2006,"4,51469311"
Eritrea,2007,"4,51208995"
Eritrea,2008,"3,20775348"
Eritrea,2009,"3,82555963"
Eritrea,2010,"3,76483354"
Eritrea,2011,"4,15060243"
Eritrea,2012,"4,46430571"
Eritrea,2013,"4,54050634"
Eritrea,2014,"4,57612363"
Eritrea,2015,"4,55493538"
Eritrea,2016,"4,58753695"
Eritrea,2017,"4,95239669"
Eritrea,2018,"5,59311814"
Eritrea,2019,"5,72947373"
Eritrea,2020,"4,88828597"
Eritrea,2021,"4,88828597"
Estonia,,"10177,5284"
Estonia,2000,"265,629056"
Estonia,1990,"577,286382"
Estonia,1991,"524,318071"
Estonia,1992,"384,351791"
Estonia,1993,"312,950074"
Estonia,1994,"330,022586"
Estonia,1995,"305,026015"
Estonia,1996,"323,916441"
Estonia,1997,"317,437023"
Estonia,1998,"288,694769"
Estonia,1999,"272,035755"
Estonia,2001,"273,609967"
Estonia,2002,"266,409977"
Estonia,2003,"301,282022"
Estonia,2004,"305,689278"
Estonia,2005,"303,728401"
Estonia,2006,"293,512717"
Estonia,2007,"357,451633"
Estonia,2008,"320,138977"
Estonia,2009,"260,253343"
Estonia,2010,"342,231708"
Estonia,2011,"345,091884"
Estonia,2012,"323,7035"
Estonia,2013,"359,126106"
Estonia,2014,"344,338464"
Estonia,2015,"289,377606"
Estonia,2016,"320,252182"
Estonia,2017,"341,767029"
Estonia,2018,"325,543495"
Estonia,2019,"224,137328"
Estonia,2020,"189,107411"
Estonia,2021,"189,107411"
Finland,,"8178,84902"
Finland,2000,"263,864483"
Finland,1990,"273,655094"
Finland,1991,"264,095754"
Finland,1992,"258,244791"
Finland,1993,"266,642954"
Finland,1994,"290,570103"
Finland,1995,"272,584223"
Finland,1996,"299,272393"
Finland,1997,"292,184591"
Finland,1998,"275,91085"
Finland,1999,"273,072992"
Finland,2001,"288,60168"
Finland,2002,"299,506154"
Finland,2003,"333,605543"
Finland,2004,"315,719788"
Finland,2005,"260,344972"
Finland,2006,"311,007333"
Finland,2007,"302,462919"
Finland,2008,"264,46318"
Finland,2009,"251,293553"
Finland,2010,"286,720854"
Finland,2011,"252,317034"
Finland,2012,"227,064714"
Finland,2013,"228,25492"
Finland,2014,"209,373146"
Finland,2015,"193,214309"
Finland,2016,"206,176787"
Finland,2017,"194,443524"
Finland,2018,"199,250495"
Finland,2019,"184,57614"
Finland,2020,"170,176872"
Finland,2021,"170,176872"
Georgia,,"1318,70705"
Georgia,2000,"24,7604241"
Georgia,1990,"70,7317889"
Georgia,1991,"70,8856971"
Georgia,1992,"69,1271697"
Georgia,1993,"45,686075"
Georgia,1994,"28,570442"
Georgia,1995,"11,0458859"
Georgia,1996,"20,073973"
Georgia,1997,"22,556277"
Georgia,1998,"25,9083035"
Georgia,1999,"23,2156597"
Georgia,2001,"20,8460874"
Georgia,2002,"18,8908439"
Georgia,2003,"21,1479834"
Georgia,2004,"24,2821741"
Georgia,2005,"28,6027541"
Georgia,2006,"34,9237658"
Georgia,2007,"36,6629412"
Georgia,2008,"30,7559283"
Georgia,2009,"35,7457494"
Georgia,2010,"36,3474998"
Georgia,2011,"45,8973829"
Georgia,2012,"48,7298314"
Georgia,2013,"47,4777466"
Georgia,2014,"53,137317"
Georgia,2015,"58,1305572"
Georgia,2016,"60,1648134"
Georgia,2017,"60,9442026"
Georgia,2018,"60,5830412"
Georgia,2019,"62,9326968"
Georgia,2020,"59,9710165"
Georgia,2021,"59,9710165"
Germany,,"8125,41383"
Germany,2000,"265,309784"
Germany,1990,"319,521445"
Germany,1991,"306,216283"
Germany,1992,"289,901493"
Germany,1993,"285,311232"
Germany,1994,"279,039105"
Germany,1995,"277,737417"
Germany,1996,"283,061904"
Germany,1997,"274,594428"
Germany,1998,"272,233822"
Germany,1999,"264,172533"
Germany,2001,"270,086123"
Germany,2002,"264,908092"
Germany,2003,"264,997977"
Germany,2004,"260,760047"
Germany,2005,"254,902379"
Germany,2006,"258,734671"
Germany,2007,"251,470582"
Germany,2008,"253,106274"
Germany,2009,"234,450951"
Germany,2010,"247,327971"
Germany,2011,"240,196077"
Germany,2012,"241,262181"
Germany,2013,"245,827494"
Germany,2014,"233,542283"
Germany,2015,"233,466796"
Germany,2016,"233,794835"
Germany,2017,"228,182345"
Germany,2018,"217,729986"
Germany,2019,"204,440509"
Germany,2020,"184,563405"
Germany,2021,"184,563405"
Grenada,,"1585,86538"
Grenada,2000,"44,4674375"
